Year,Age category,Single Year of Age,Sex category,Sex,UNIT,VALUE
2012,021,21 years,1,Male,Number,28907
2012,021,21 years,2,Female,Number,28309
2012,022,22 years,-,Both sexes,Number,56446
2012,022,22 years,1,Male,Number,28121
2012,022,22 years,2,Female,Number,28325
2012,023,23 years,-,Both sexes,Number,56678
2012,023,23 years,1,Male,Number,27882
2012,023,23 years,2,Female,Number,28796
2012,024,24 years,-,Both sexes,Number,59148
2012,024,24 years,1,Male,Number,28806
2012,024,24 years,2,Female,Number,30342
2012,025,25 years,-,Both sexes,Number,62152
2012,025,25 years,1,Male,Number,30160
2012,025,25 years,2,Female,Number,31992
2012,026,26 years,-,Both sexes,Number,65092
2012,026,26 years,1,Male,Number,31164
2012,026,26 years,2,Female,Number,33928
2012,027,27 years,-,Both sexes,Number,67864
2012,027,27 years,1,Male,Number,32549
2012,027,27 years,2,Female,Number,35315
2012,028,28 years,-,Both sexes,Number,70981
2012,028,28 years,1,Male,Number,33749
2012,028,28 years,2,Female,Number,37232
2012,029,29 years,-,Both sexes,Number,75388
2012,029,29 years,1,Male,Number,35785
2012,029,29 years,2,Female,Number,39603
2012,030,30 years,-,Both sexes,Number,78421
2012,030,30 years,1,Male,Number,37827
2012,030,30 years,2,Female,Number,40594
2012,031,31 years,-,Both sexes,Number,81771
2012,031,31 years,1,Male,Number,40156
2012,031,31 years,2,Female,Number,41615
2012,032,32 years,-,Both sexes,Number,80937
2012,032,32 years,1,Male,Number,40080
2012,032,32 years,2,Female,Number,40857
2012,033,33 years,-,Both sexes,Number,77742
2012,033,33 years,1,Male,Number,38082
2012,033,33 years,2,Female,Number,39660
2012,034,34 years,-,Both sexes,Number,75150
2012,034,34 years,1,Male,Number,37116
2012,034,34 years,2,Female,Number,38034
2012,035,35 years,-,Both sexes,Number,74184
2012,035,35 years,1,Male,Number,37037
2012,035,35 years,2,Female,Number,37147
2012,036,36 years,-,Both sexes,Number,73699
2012,036,36 years,1,Male,Number,36871
2012,036,36 years,2,Female,Number,36828
2012,037,37 years,-,Both sexes,Number,73471
2012,037,37 years,1,Male,Number,36621
2012,037,37 years,2,Female,Number,36850
2012,038,38 years,-,Both sexes,Number,71911
2012,038,38 years,1,Male,Number,35882
2012,038,38 years,2,Female,Number,36029
2012,039,39 years,-,Both sexes,Number,71922
2012,039,39 years,1,Male,Number,35883
2012,039,39 years,2,Female,Number,36039
2012,040,40 years,-,Both sexes,Number,70118
2012,040,40 years,1,Male,Number,35070
2012,040,40 years,2,Female,Number,35048
2012,041,41 years,-,Both sexes,Number,69649
2012,041,41 years,1,Male,Number,34900
2012,041,41 years,2,Female,Number,34749
2012,042,42 years,-,Both sexes,Number,67653
2012,042,42 years,1,Male,Number,33939
2012,042,42 years,2,Female,Number,33714
2012,043,43 years,-,Both sexes,Number,64016
2012,043,43 years,1,Male,Number,32408
2012,043,43 years,2,Female,Number,31608
2012,044,44 years,-,Both sexes,Number,63189
2012,044,44 years,1,Male,Number,31673
2012,044,44 years,2,Female,Number,31516
2012,045,45 years,-,Both sexes,Number,62463
2012,045,45 years,1,Male,Number,31293
2012,045,45 years,2,Female,Number,31170
2012,046,46 years,-,Both sexes,Number,62212
2012,046,46 years,1,Male,Number,31002
2012,046,46 years,2,Female,Number,31210
2012,047,47 years,-,Both sexes,Number,62756
2012,047,47 years,1,Male,Number,31059
2012,047,47 years,2,Female,Number,31697
2012,048,48 years,-,Both sexes,Number,60937
2012,048,48 years,1,Male,Number,30169
2012,048,48 years,2,Female,Number,30768
2012,049,49 years,-,Both sexes,Number,59343
2012,049,49 years,1,Male,Number,29463
2012,049,49 years,2,Female,Number,29880
2012,050,50 years,-,Both sexes,Number,57711
2012,050,50 years,1,Male,Number,28637
2012,050,50 years,2,Female,Number,29074
2012,051,51 years,-,Both sexes,Number,58033
2012,051,51 years,1,Male,Number,28922
2012,051,51 years,2,Female,Number,29111
2012,052,52 years,-,Both sexes,Number,55741
2012,052,52 years,1,Male,Number,27660
2012,052,52 years,2,Female,Number,28081
2012,053,53 years,-,Both sexes,Number,53615
2012,053,53 years,1,Male,Number,26794
2012,053,53 years,2,Female,Number,26821
2012,054,54 years,-,Both sexes,Number,53053
2012,054,54 years,1,Male,Number,26284
2012,054,54 years,2,Female,Number,26769
2012,055,55 years,-,Both sexes,Number,51878
2012,055,55 years,1,Male,Number,25981
2012,055,55 years,2,Female,Number,25897
2012,056,56 years,-,Both sexes,Number,50220
2012,056,56 years,1,Male,Number,25006
2012,056,56 years,2,Female,Number,25214
2012,057,57 years,-,Both sexes,Number,49897
2012,057,57 years,1,Male,Number,24802
2012,057,57 years,2,Female,Number,25095
2012,058,58 years,-,Both sexes,Number,47879
2012,058,58 years,1,Male,Number,23982
2012,058,58 years,2,Female,Number,23897
2012,059,59 years,-,Both sexes,Number,48113
2012,059,59 years,1,Male,Number,24044
2012,059,59 years,2,Female,Number,24069
2012,060,60 years,-,Both sexes,Number,45533
2012,060,60 years,1,Male,Number,22869
2012,060,60 years,2,Female,Number,22664
2012,061,61 years,-,Both sexes,Number,44665
2012,061,61 years,1,Male,Number,22483
2012,061,61 years,2,Female,Number,22182
2012,062,62 years,-,Both sexes,Number,43974
2012,062,62 years,1,Male,Number,21788
2012,062,62 years,2,Female,Number,22186
2012,063,63 years,-,Both sexes,Number,43298
2012,063,63 years,1,Male,Number,21667
2012,063,63 years,2,Female,Number,21631
2012,064,64 years,-,Both sexes,Number,42432
2012,064,64 years,1,Male,Number,21282
2012,064,64 years,2,Female,Number,21150
2012,065,65 years,-,Both sexes,Number,40606
2012,065,65 years,1,Male,Number,20505
2012,065,65 years,2,Female,Number,20101
2012,066,66 years,-,Both sexes,Number,39100
2012,066,66 years,1,Male,Number,19568
2012,066,66 years,2,Female,Number,19532
2012,067,67 years,-,Both sexes,Number,35855
2012,067,67 years,1,Male,Number,17872
2012,067,67 years,2,Female,Number,17983
2012,068,68 years,-,Both sexes,Number,33951
2012,068,68 years,1,Male,Number,16884
2012,068,68 years,2,Female,Number,17067
2012,069,69 years,-,Both sexes,Number,32104
2012,069,69 years,1,Male,Number,15772
2012,069,69 years,2,Female,Number,16332
2012,070,70 years,-,Both sexes,Number,28911
2012,070,70 years,1,Male,Number,14275
2012,070,70 years,2,Female,Number,14636
2012,071,71 years,-,Both sexes,Number,27418
2012,071,71 years,1,Male,Number,13411
2012,071,71 years,2,Female,Number,14007
2012,072,72 years,-,Both sexes,Number,27072
2012,072,72 years,1,Male,Number,13124
2012,072,72 years,2,Female,Number,13948
2012,073,73 years,-,Both sexes,Number,25750
2012,073,73 years,1,Male,Number,12399
2012,073,73 years,2,Female,Number,13351
2012,074,74 years,-,Both sexes,Number,23979
2012,074,74 years,1,Male,Number,11426
2012,074,74 years,2,Female,Number,12553
2012,075,75 years,-,Both sexes,Number,23208
2012,075,75 years,1,Male,Number,11009
2012,075,75 years,2,Female,Number,12199
2012,076,76 years,-,Both sexes,Number,22052
2012,076,76 years,1,Male,Number,10186
2012,076,76 years,2,Female,Number,11866
2012,077,77 years,-,Both sexes,Number,20833
2012,077,77 years,1,Male,Number,9518
2012,077,77 years,2,Female,Number,11315
2012,078,78 years,-,Both sexes,Number,19780
2012,078,78 years,1,Male,Number,8994
2012,078,78 years,2,Female,Number,10786
2012,079,79 years,-,Both sexes,Number,18075
2012,079,79 years,1,Male,Number,8099
2012,079,79 years,2,Female,Number,9976
2012,080,80 years,-,Both sexes,Number,16763
2012,080,80 years,1,Male,Number,7396
2012,080,80 years,2,Female,Number,9367
2012,081,81 years,-,Both sexes,Number,15876
2012,081,81 years,1,Male,Number,6794
2012,081,81 years,2,Female,Number,9082
2012,082,82 years,-,Both sexes,Number,14328
2012,082,82 years,1,Male,Number,5876
2012,082,82 years,2,Female,Number,8452
2012,083,83 years,-,Both sexes,Number,12937
2012,083,83 years,1,Male,Number,5133
2012,083,83 years,2,Female,Number,7804
2012,084,84 years,-,Both sexes,Number,11642
2012,084,84 years,1,Male,Number,4436
2012,084,84 years,2,Female,Number,7206
2012,085,85 years,-,Both sexes,Number,10483
2012,085,85 years,1,Male,Number,3826
2012,085,85 years,2,Female,Number,6657
2012,086,86 years,-,Both sexes,Number,9065
2012,086,86 years,1,Male,Number,3235
2012,086,86 years,2,Female,Number,5830
2012,087,87 years,-,Both sexes,Number,8207
2012,087,87 years,1,Male,Number,2786
2012,087,87 years,2,Female,Number,5421
2012,088,88 years,-,Both sexes,Number,7029
2012,088,88 years,1,Male,Number,2254
2012,088,88 years,2,Female,Number,4775
2012,089,89 years,-,Both sexes,Number,6047
2012,089,89 years,1,Male,Number,1873
2012,089,89 years,2,Female,Number,4174
2012,090,90 years,-,Both sexes,Number,4554
2012,090,90 years,1,Male,Number,1371
2012,090,90 years,2,Female,Number,3183
2012,091,91 years,-,Both sexes,Number,3686
2012,091,91 years,1,Male,Number,1047
2012,091,91 years,2,Female,Number,2639
2012,092,92 years,-,Both sexes,Number,3059
2012,092,92 years,1,Male,Number,828
2012,092,92 years,2,Female,Number,2231
2012,093,93 years,-,Both sexes,Number,2146
2012,093,93 years,1,Male,Number,565
2012,093,93 years,2,Female,Number,1581
2012,094,94 years,-,Both sexes,Number,1535
2012,094,94 years,1,Male,Number,368
2012,094,94 years,2,Female,Number,1167
2012,095,95 years,-,Both sexes,Number,1257
2012,095,95 years,1,Male,Number,293
2012,095,95 years,2,Female,Number,964
2012,096,96 years,-,Both sexes,Number,916
2012,096,96 years,1,Male,Number,197
2012,096,96 years,2,Female,Number,719
2012,097,97 years,-,Both sexes,Number,630
2012,097,97 years,1,Male,Number,132
2012,097,97 years,2,Female,Number,498
2012,098,98 years,-,Both sexes,Number,508
2012,098,98 years,1,Male,Number,90
2012,098,98 years,2,Female,Number,418
2012,646,99 years and over,-,Both sexes,Number,695
2012,646,99 years and over,1,Male,Number,120
2012,646,99 years and over,2,Female,Number,575
2013,-,All ages,-,Both sexes,Number,4614669
2013,-,All ages,1,Male,Number,2286131
2013,-,All ages,2,Female,Number,2328538
2013,200,Under 1 year,-,Both sexes,Number,68583
2013,200,Under 1 year,1,Male,Number,35061
2013,200,Under 1 year,2,Female,Number,33522
2013,001,1 year,-,Both sexes,Number,71785
2013,001,1 year,1,Male,Number,36700
2013,001,1 year,2,Female,Number,35085
2013,002,2 years,-,Both sexes,Number,70638
2013,002,2 years,1,Male,Number,35792
2013,002,2 years,2,Female,Number,34846
2013,003,3 years,-,Both sexes,Number,71057
2013,003,3 years,1,Male,Number,36275
2013,003,3 years,2,Female,Number,34782
2013,004,4 years,-,Both sexes,Number,70956
2013,004,4 years,1,Male,Number,36134
2013,004,4 years,2,Female,Number,34822
2013,005,5 years,-,Both sexes,Number,71923
2013,005,5 years,1,Male,Number,36679
2013,005,5 years,2,Female,Number,35244
2013,006,6 years,-,Both sexes,Number,66561
2013,006,6 years,1,Male,Number,34441
2013,006,6 years,2,Female,Number,32120
2013,007,7 years,-,Both sexes,Number,65092
2013,007,7 years,1,Male,Number,33249
2013,007,7 years,2,Female,Number,31843
2013,008,8 years,-,Both sexes,Number,65035
2013,008,8 years,1,Male,Number,33532
2013,008,8 years,2,Female,Number,31503
2013,009,9 years,-,Both sexes,Number,64418
2013,009,9 years,1,Male,Number,32837
2013,009,9 years,2,Female,Number,31581
2013,010,10 years,-,Both sexes,Number,63531
2013,010,10 years,1,Male,Number,32330
2013,010,10 years,2,Female,Number,31201
2013,011,11 years,-,Both sexes,Number,62233
2013,011,11 years,1,Male,Number,31620
2013,011,11 years,2,Female,Number,30613
2013,012,12 years,-,Both sexes,Number,61009
2013,012,12 years,1,Male,Number,31193
2013,012,12 years,2,Female,Number,29816
2013,013,13 years,-,Both sexes,Number,60321
2013,013,13 years,1,Male,Number,30800
2013,013,13 years,2,Female,Number,29521
2013,014,14 years,-,Both sexes,Number,60767
2013,014,14 years,1,Male,Number,31108
2013,014,14 years,2,Female,Number,29659
2013,015,15 years,-,Both sexes,Number,59555
2013,015,15 years,1,Male,Number,30589
2013,015,15 years,2,Female,Number,28966
2013,016,16 years,-,Both sexes,Number,58103
2013,016,16 years,1,Male,Number,29882
2013,016,16 years,2,Female,Number,28221
2013,017,17 years,-,Both sexes,Number,55957
2013,017,17 years,1,Male,Number,28785
2013,017,17 years,2,Female,Number,27172
2013,018,18 years,-,Both sexes,Number,55485
2013,018,18 years,1,Male,Number,28426
2013,018,18 years,2,Female,Number,27059
2013,019,19 years,-,Both sexes,Number,55285
2013,019,19 years,1,Male,Number,28246
2013,019,19 years,2,Female,Number,27039
2013,020,20 years,-,Both sexes,Number,55635
2013,020,20 years,1,Male,Number,28513
2013,020,20 years,2,Female,Number,27122
2013,021,21 years,-,Both sexes,Number,54331
2013,021,21 years,1,Male,Number,27147
2013,021,21 years,2,Female,Number,27184
2013,022,22 years,-,Both sexes,Number,56510
2013,022,22 years,1,Male,Number,28539
2013,022,22 years,2,Female,Number,27971
2013,023,23 years,-,Both sexes,Number,55930
2013,023,23 years,1,Male,Number,27950
2013,023,23 years,2,Female,Number,27980
2013,024,24 years,-,Both sexes,Number,56487
2013,024,24 years,1,Male,Number,27910
2013,024,24 years,2,Female,Number,28577
2013,025,25 years,-,Both sexes,Number,58836
2013,025,25 years,1,Male,Number,28655
2013,025,25 years,2,Female,Number,30181
2013,026,26 years,-,Both sexes,Number,61342
2013,026,26 years,1,Male,Number,29922
2013,026,26 years,2,Female,Number,31420
2013,027,27 years,-,Both sexes,Number,64878
2013,027,27 years,1,Male,Number,30871
2013,027,27 years,2,Female,Number,34007
2013,028,28 years,-,Both sexes,Number,66844
2013,028,28 years,1,Male,Number,32073
2013,028,28 years,2,Female,Number,34771
2013,029,29 years,-,Both sexes,Number,69940
2013,029,29 years,1,Male,Number,33201
2013,029,29 years,2,Female,Number,36739
2013,030,30 years,-,Both sexes,Number,74977
2013,030,30 years,1,Male,Number,35777
2013,030,30 years,2,Female,Number,39200
2013,031,31 years,-,Both sexes,Number,77785
2013,031,31 years,1,Male,Number,37494
2013,031,31 years,2,Female,Number,40291
2013,032,32 years,-,Both sexes,Number,81150
2013,032,32 years,1,Male,Number,39843
2013,032,32 years,2,Female,Number,41307
2013,033,33 years,-,Both sexes,Number,80253
2013,033,33 years,1,Male,Number,39744
2013,033,33 years,2,Female,Number,40509
2013,034,34 years,-,Both sexes,Number,77200
2013,034,34 years,1,Male,Number,37869
2013,034,34 years,2,Female,Number,39331
2013,035,35 years,-,Both sexes,Number,74791
2013,035,35 years,1,Male,Number,36908
2013,035,35 years,2,Female,Number,37883
2013,036,36 years,-,Both sexes,Number,74178
2013,036,36 years,1,Male,Number,37115
2013,036,36 years,2,Female,Number,37063
2013,037,37 years,-,Both sexes,Number,73412
2013,037,37 years,1,Male,Number,36748
2013,037,37 years,2,Female,Number,36664
2013,038,38 years,-,Both sexes,Number,73109
2013,038,38 years,1,Male,Number,36411
2013,038,38 years,2,Female,Number,36698
2013,039,39 years,-,Both sexes,Number,71358
2013,039,39 years,1,Male,Number,35482
2013,039,39 years,2,Female,Number,35876
2013,040,40 years,-,Both sexes,Number,71454
2013,040,40 years,1,Male,Number,35636
2013,040,40 years,2,Female,Number,35818
2013,041,41 years,-,Both sexes,Number,69743
2013,041,41 years,1,Male,Number,34877
2013,041,41 years,2,Female,Number,34866
2013,042,42 years,-,Both sexes,Number,69186
2013,042,42 years,1,Male,Number,34633
2013,042,42 years,2,Female,Number,34553
2013,043,43 years,-,Both sexes,Number,67113
2013,043,43 years,1,Male,Number,33649
2013,043,43 years,2,Female,Number,33464
2013,044,44 years,-,Both sexes,Number,63532
2013,044,44 years,1,Male,Number,32102
2013,044,44 years,2,Female,Number,31430
2013,045,45 years,-,Both sexes,Number,62806
2013,045,45 years,1,Male,Number,31469
2013,045,45 years,2,Female,Number,31337
2013,046,46 years,-,Both sexes,Number,62236
2013,046,46 years,1,Male,Number,31160
2013,046,46 years,2,Female,Number,31076
2013,047,47 years,-,Both sexes,Number,61962
2013,047,47 years,1,Male,Number,30851
2013,047,47 years,2,Female,Number,31111
2013,048,48 years,-,Both sexes,Number,62451
2013,048,48 years,1,Male,Number,30904
2013,048,48 years,2,Female,Number,31547
2013,049,49 years,-,Both sexes,Number,60662
2013,049,49 years,1,Male,Number,30054
2013,049,49 years,2,Female,Number,30608
2013,050,50 years,-,Both sexes,Number,59038
2013,050,50 years,1,Male,Number,29305
2013,050,50 years,2,Female,Number,29733
2013,051,51 years,-,Both sexes,Number,57322
2013,051,51 years,1,Male,Number,28436
2013,051,51 years,2,Female,Number,28886
2013,052,52 years,-,Both sexes,Number,57705
2013,052,52 years,1,Male,Number,28757
2013,052,52 years,2,Female,Number,28948
2013,053,53 years,-,Both sexes,Number,55396
2013,053,53 years,1,Male,Number,27486
2013,053,53 years,2,Female,Number,27910
2013,054,54 years,-,Both sexes,Number,53317
2013,054,54 years,1,Male,Number,26642
2013,054,54 years,2,Female,Number,26675
2013,055,55 years,-,Both sexes,Number,52684
2013,055,55 years,1,Male,Number,26107
2013,055,55 years,2,Female,Number,26577
2013,056,56 years,-,Both sexes,Number,51499
2013,056,56 years,1,Male,Number,25801
2013,056,56 years,2,Female,Number,25698
2013,057,57 years,-,Both sexes,Number,49848
2013,057,57 years,1,Male,Number,24802
2013,057,57 years,2,Female,Number,25046
2013,058,58 years,-,Both sexes,Number,49515
2013,058,58 years,1,Male,Number,24599
2013,058,58 years,2,Female,Number,24916
2013,059,59 years,-,Both sexes,Number,47581
2013,059,59 years,1,Male,Number,23797
2013,059,59 years,2,Female,Number,23784
2013,060,60 years,-,Both sexes,Number,47682
2013,060,60 years,1,Male,Number,23831
2013,060,60 years,2,Female,Number,23851
2013,061,61 years,-,Both sexes,Number,45028
2013,061,61 years,1,Male,Number,22565
2013,061,61 years,2,Female,Number,22463
2013,062,62 years,-,Both sexes,Number,44183
2013,062,62 years,1,Male,Number,22220
2013,062,62 years,2,Female,Number,21963
2013,063,63 years,-,Both sexes,Number,43496
2013,063,63 years,1,Male,Number,21530
2013,063,63 years,2,Female,Number,21966
2013,064,64 years,-,Both sexes,Number,42804
2013,064,64 years,1,Male,Number,21390
2013,064,64 years,2,Female,Number,21414
2013,065,65 years,-,Both sexes,Number,41988
2013,065,65 years,1,Male,Number,21017
2013,065,65 years,2,Female,Number,20971
2013,066,66 years,-,Both sexes,Number,40246
2013,066,66 years,1,Male,Number,20276
2013,066,66 years,2,Female,Number,19970
2013,067,67 years,-,Both sexes,Number,38736
2013,067,67 years,1,Male,Number,19351
2013,067,67 years,2,Female,Number,19385
2013,068,68 years,-,Both sexes,Number,35470
2013,068,68 years,1,Male,Number,17618
2013,068,68 years,2,Female,Number,17852
2013,069,69 years,-,Both sexes,Number,33585
2013,069,69 years,1,Male,Number,16656
2013,069,69 years,2,Female,Number,16929
2013,070,70 years,-,Both sexes,Number,31561
2013,070,70 years,1,Male,Number,15440
2013,070,70 years,2,Female,Number,16121
2013,071,71 years,-,Both sexes,Number,28378
2013,071,71 years,1,Male,Number,13953
2013,071,71 years,2,Female,Number,14425
2013,072,72 years,-,Both sexes,Number,26901
2013,072,72 years,1,Male,Number,13090
2013,072,72 years,2,Female,Number,13811
2013,073,73 years,-,Both sexes,Number,26545
2013,073,73 years,1,Male,Number,12808
2013,073,73 years,2,Female,Number,13737
2013,074,74 years,-,Both sexes,Number,25301
2013,074,74 years,1,Male,Number,12119
2013,074,74 years,2,Female,Number,13182
2013,075,75 years,-,Both sexes,Number,23301
2013,075,75 years,1,Male,Number,11047
2013,075,75 years,2,Female,Number,12254
2013,076,76 years,-,Both sexes,Number,22472
2013,076,76 years,1,Male,Number,10576
2013,076,76 years,2,Female,Number,11896
2013,077,77 years,-,Both sexes,Number,21363
2013,077,77 years,1,Male,Number,9811
2013,077,77 years,2,Female,Number,11552
2013,078,78 years,-,Both sexes,Number,20118
2013,078,78 years,1,Male,Number,9112
2013,078,78 years,2,Female,Number,11006
2013,079,79 years,-,Both sexes,Number,19100
2013,079,79 years,1,Male,Number,8636
2013,079,79 years,2,Female,Number,10464
2013,080,80 years,-,Both sexes,Number,17121
2013,080,80 years,1,Male,Number,7589
2013,080,80 years,2,Female,Number,9532
2013,081,81 years,-,Both sexes,Number,15793
2013,081,81 years,1,Male,Number,6848
2013,081,81 years,2,Female,Number,8945
2013,082,82 years,-,Both sexes,Number,14903
2013,082,82 years,1,Male,Number,6280
2013,082,82 years,2,Female,Number,8623
2013,083,83 years,-,Both sexes,Number,13435
2013,083,83 years,1,Male,Number,5420
2013,083,83 years,2,Female,Number,8015
2013,084,84 years,-,Both sexes,Number,12130
2013,084,84 years,1,Male,Number,4711
2013,084,84 years,2,Female,Number,7419
2013,085,85 years,-,Both sexes,Number,10509
2013,085,85 years,1,Male,Number,3869
2013,085,85 years,2,Female,Number,6640
2013,086,86 years,-,Both sexes,Number,9262
2013,086,86 years,1,Male,Number,3292
2013,086,86 years,2,Female,Number,5970
2013,087,87 years,-,Both sexes,Number,8011
2013,087,87 years,1,Male,Number,2752
2013,087,87 years,2,Female,Number,5259
2013,088,88 years,-,Both sexes,Number,7284
2013,088,88 years,1,Male,Number,2387
2013,088,88 years,2,Female,Number,4897
2013,089,89 years,-,Both sexes,Number,6241
2013,089,89 years,1,Male,Number,1944
2013,089,89 years,2,Female,Number,4297
2013,090,90 years,-,Both sexes,Number,4858
2013,090,90 years,1,Male,Number,1429
2013,090,90 years,2,Female,Number,3429
2013,091,91 years,-,Both sexes,Number,3469
2013,091,91 years,1,Male,Number,973
2013,091,91 years,2,Female,Number,2496
2013,092,92 years,-,Both sexes,Number,3041
2013,092,92 years,1,Male,Number,752
2013,092,92 years,2,Female,Number,2289
2013,093,93 years,-,Both sexes,Number,2285
2013,093,93 years,1,Male,Number,616
2013,093,93 years,2,Female,Number,1669
2013,094,94 years,-,Both sexes,Number,1637
2013,094,94 years,1,Male,Number,418
2013,094,94 years,2,Female,Number,1219
2013,095,95 years,-,Both sexes,Number,1181
2013,095,95 years,1,Male,Number,255
2013,095,95 years,2,Female,Number,926
2013,096,96 years,-,Both sexes,Number,1011
2013,096,96 years,1,Male,Number,232
2013,096,96 years,2,Female,Number,779
2013,097,97 years,-,Both sexes,Number,669
2013,097,97 years,1,Male,Number,146
2013,097,97 years,2,Female,Number,523
2013,098,98 years,-,Both sexes,Number,429
2013,098,98 years,1,Male,Number,100
2013,098,98 years,2,Female,Number,329
2013,646,99 years and over,-,Both sexes,Number,852
2013,646,99 years and over,1,Male,Number,154
2013,646,99 years and over,2,Female,Number,698
2014,-,All ages,-,Both sexes,Number,4645440
2014,-,All ages,1,Male,Number,2299041
2014,-,All ages,2,Female,Number,2346399
2014,200,Under 1 year,-,Both sexes,Number,66935
2014,200,Under 1 year,1,Male,Number,34332
2014,200,Under 1 year,2,Female,Number,32603
2014,001,1 year,-,Both sexes,Number,67658
2014,001,1 year,1,Male,Number,34528
2014,001,1 year,2,Female,Number,33130
2014,002,2 years,-,Both sexes,Number,70776
2014,002,2 years,1,Male,Number,36101
2014,002,2 years,2,Female,Number,34675
2014,003,3 years,-,Both sexes,Number,69914
2014,003,3 years,1,Male,Number,35583
2014,003,3 years,2,Female,Number,34331
2014,004,4 years,-,Both sexes,Number,70075
2014,004,4 years,1,Male,Number,35497
2014,004,4 years,2,Female,Number,34578
2014,005,5 years,-,Both sexes,Number,72958
2014,005,5 years,1,Male,Number,37451
2014,005,5 years,2,Female,Number,35507
2014,006,6 years,-,Both sexes,Number,71172
2014,006,6 years,1,Male,Number,36052
2014,006,6 years,2,Female,Number,35120
2014,007,7 years,-,Both sexes,Number,67412
2014,007,7 years,1,Male,Number,34554
2014,007,7 years,2,Female,Number,32858
2014,008,8 years,-,Both sexes,Number,65353
2014,008,8 years,1,Male,Number,33402
2014,008,8 years,2,Female,Number,31951
2014,009,9 years,-,Both sexes,Number,65207
2014,009,9 years,1,Male,Number,33635
2014,009,9 years,2,Female,Number,31572
2014,010,10 years,-,Both sexes,Number,63957
2014,010,10 years,1,Male,Number,32617
2014,010,10 years,2,Female,Number,31340
2014,011,11 years,-,Both sexes,Number,63289
2014,011,11 years,1,Male,Number,32313
2014,011,11 years,2,Female,Number,30976
2014,012,12 years,-,Both sexes,Number,61999
2014,012,12 years,1,Male,Number,31601
2014,012,12 years,2,Female,Number,30398
2014,013,13 years,-,Both sexes,Number,60720
2014,013,13 years,1,Male,Number,31112
2014,013,13 years,2,Female,Number,29608
2014,014,14 years,-,Both sexes,Number,60091
2014,014,14 years,1,Male,Number,30791
2014,014,14 years,2,Female,Number,29300
2014,015,15 years,-,Both sexes,Number,60993
2014,015,15 years,1,Male,Number,31329
2014,015,15 years,2,Female,Number,29664
2014,016,16 years,-,Both sexes,Number,59478
2014,016,16 years,1,Male,Number,30545
2014,016,16 years,2,Female,Number,28933
2014,017,17 years,-,Both sexes,Number,58022
2014,017,17 years,1,Male,Number,29864
2014,017,17 years,2,Female,Number,28158
2014,018,18 years,-,Both sexes,Number,56673
2014,018,18 years,1,Male,Number,29234
2014,018,18 years,2,Female,Number,27439
2014,019,19 years,-,Both sexes,Number,55413
2014,019,19 years,1,Male,Number,28168
2014,019,19 years,2,Female,Number,27245
2014,020,20 years,-,Both sexes,Number,54712
2014,020,20 years,1,Male,Number,27894
2014,020,20 years,2,Female,Number,26818
2014,021,21 years,-,Both sexes,Number,54666
2014,021,21 years,1,Male,Number,27913
2014,021,21 years,2,Female,Number,26753
2014,022,22 years,-,Both sexes,Number,54355
2014,022,22 years,1,Male,Number,27043
2014,022,22 years,2,Female,Number,27312
2014,023,23 years,-,Both sexes,Number,56656
2014,023,23 years,1,Male,Number,28530
2014,023,23 years,2,Female,Number,28126
2014,024,24 years,-,Both sexes,Number,56254
2014,024,24 years,1,Male,Number,28011
2014,024,24 years,2,Female,Number,28243
2014,025,25 years,-,Both sexes,Number,56534
2014,025,25 years,1,Male,Number,27811
2014,025,25 years,2,Female,Number,28723
2014,026,26 years,-,Both sexes,Number,57401
2014,026,26 years,1,Male,Number,27555
2014,026,26 years,2,Female,Number,29846
2014,027,27 years,-,Both sexes,Number,62336
2014,027,27 years,1,Male,Number,30113
2014,027,27 years,2,Female,Number,32223
2014,028,28 years,-,Both sexes,Number,63901
2014,028,28 years,1,Male,Number,30356
2014,028,28 years,2,Female,Number,33545
2014,029,29 years,-,Both sexes,Number,65710
2014,029,29 years,1,Male,Number,31332
2014,029,29 years,2,Female,Number,34378
2014,030,30 years,-,Both sexes,Number,70047
2014,030,30 years,1,Male,Number,33481
2014,030,30 years,2,Female,Number,36566
2014,031,31 years,-,Both sexes,Number,74443
2014,031,31 years,1,Male,Number,35262
2014,031,31 years,2,Female,Number,39181
2014,032,32 years,-,Both sexes,Number,77507
2014,032,32 years,1,Male,Number,37353
2014,032,32 years,2,Female,Number,40154
2014,033,33 years,-,Both sexes,Number,80691
2014,033,33 years,1,Male,Number,39530
2014,033,33 years,2,Female,Number,41161
2014,034,34 years,-,Both sexes,Number,79791
2014,034,34 years,1,Male,Number,39294
2014,034,34 years,2,Female,Number,40497
2014,035,35 years,-,Both sexes,Number,76917
2014,035,35 years,1,Male,Number,37560
2014,035,35 years,2,Female,Number,39357
2014,036,36 years,-,Both sexes,Number,75490
2014,036,36 years,1,Male,Number,37128
2014,036,36 years,2,Female,Number,38362
2014,037,37 years,-,Both sexes,Number,73829
2014,037,37 years,1,Male,Number,36703
2014,037,37 years,2,Female,Number,37126
2014,038,38 years,-,Both sexes,Number,73154
2014,038,38 years,1,Male,Number,36633
2014,038,38 years,2,Female,Number,36521
2014,039,39 years,-,Both sexes,Number,72211
2014,039,39 years,1,Male,Number,35728
2014,039,39 years,2,Female,Number,36483
2014,040,40 years,-,Both sexes,Number,71363
2014,040,40 years,1,Male,Number,35405
2014,040,40 years,2,Female,Number,35958
