Year,Age category,Single Year of Age,Sex category,Sex,UNIT,VALUE
2002,023,23 years,1,Male,Number,32019
2002,023,23 years,2,Female,Number,32167
2002,024,24 years,-,Both sexes,Number,62514
2002,024,24 years,1,Male,Number,31334
2002,024,24 years,2,Female,Number,31180
2002,025,25 years,-,Both sexes,Number,61578
2002,025,25 years,1,Male,Number,30804
2002,025,25 years,2,Female,Number,30774
2002,026,26 years,-,Both sexes,Number,61620
2002,026,26 years,1,Male,Number,30775
2002,026,26 years,2,Female,Number,30845
2002,027,27 years,-,Both sexes,Number,62658
2002,027,27 years,1,Male,Number,31225
2002,027,27 years,2,Female,Number,31433
2002,028,28 years,-,Both sexes,Number,62599
2002,028,28 years,1,Male,Number,31067
2002,028,28 years,2,Female,Number,31532
2002,029,29 years,-,Both sexes,Number,64238
2002,029,29 years,1,Male,Number,32229
2002,029,29 years,2,Female,Number,32009
2002,030,30 years,-,Both sexes,Number,63388
2002,030,30 years,1,Male,Number,31622
2002,030,30 years,2,Female,Number,31766
2002,031,31 years,-,Both sexes,Number,62397
2002,031,31 years,1,Male,Number,31169
2002,031,31 years,2,Female,Number,31228
2002,032,32 years,-,Both sexes,Number,61283
2002,032,32 years,1,Male,Number,30653
2002,032,32 years,2,Female,Number,30630
2002,033,33 years,-,Both sexes,Number,59023
2002,033,33 years,1,Male,Number,29762
2002,033,33 years,2,Female,Number,29261
2002,034,34 years,-,Both sexes,Number,58585
2002,034,34 years,1,Male,Number,29171
2002,034,34 years,2,Female,Number,29414
2002,035,35 years,-,Both sexes,Number,58431
2002,035,35 years,1,Male,Number,29202
2002,035,35 years,2,Female,Number,29229
2002,036,36 years,-,Both sexes,Number,58084
2002,036,36 years,1,Male,Number,28972
2002,036,36 years,2,Female,Number,29112
2002,037,37 years,-,Both sexes,Number,58995
2002,037,37 years,1,Male,Number,29130
2002,037,37 years,2,Female,Number,29865
2002,038,38 years,-,Both sexes,Number,57865
2002,038,38 years,1,Male,Number,28632
2002,038,38 years,2,Female,Number,29233
2002,039,39 years,-,Both sexes,Number,57531
2002,039,39 years,1,Male,Number,28594
2002,039,39 years,2,Female,Number,28937
2002,040,40 years,-,Both sexes,Number,55721
2002,040,40 years,1,Male,Number,27737
2002,040,40 years,2,Female,Number,27984
2002,041,41 years,-,Both sexes,Number,56399
2002,041,41 years,1,Male,Number,28070
2002,041,41 years,2,Female,Number,28329
2002,042,42 years,-,Both sexes,Number,54541
2002,042,42 years,1,Male,Number,27063
2002,042,42 years,2,Female,Number,27478
2002,043,43 years,-,Both sexes,Number,52758
2002,043,43 years,1,Male,Number,26305
2002,043,43 years,2,Female,Number,26453
2002,044,44 years,-,Both sexes,Number,52565
2002,044,44 years,1,Male,Number,26126
2002,044,44 years,2,Female,Number,26439
2002,045,45 years,-,Both sexes,Number,51654
2002,045,45 years,1,Male,Number,25903
2002,045,45 years,2,Female,Number,25751
2002,046,46 years,-,Both sexes,Number,49692
2002,046,46 years,1,Male,Number,24751
2002,046,46 years,2,Female,Number,24941
2002,047,47 years,-,Both sexes,Number,50404
2002,047,47 years,1,Male,Number,25202
2002,047,47 years,2,Female,Number,25202
2002,048,48 years,-,Both sexes,Number,48381
2002,048,48 years,1,Male,Number,24238
2002,048,48 years,2,Female,Number,24143
2002,049,49 years,-,Both sexes,Number,49473
2002,049,49 years,1,Male,Number,24887
2002,049,49 years,2,Female,Number,24586
2002,050,50 years,-,Both sexes,Number,46989
2002,050,50 years,1,Male,Number,23715
2002,050,50 years,2,Female,Number,23274
2002,051,51 years,-,Both sexes,Number,46274
2002,051,51 years,1,Male,Number,23504
2002,051,51 years,2,Female,Number,22770
2002,052,52 years,-,Both sexes,Number,46318
2002,052,52 years,1,Male,Number,23138
2002,052,52 years,2,Female,Number,23180
2002,053,53 years,-,Both sexes,Number,45877
2002,053,53 years,1,Male,Number,23115
2002,053,53 years,2,Female,Number,22762
2002,054,54 years,-,Both sexes,Number,45385
2002,054,54 years,1,Male,Number,23113
2002,054,54 years,2,Female,Number,22272
2002,055,55 years,-,Both sexes,Number,43751
2002,055,55 years,1,Male,Number,22256
2002,055,55 years,2,Female,Number,21495
2002,056,56 years,-,Both sexes,Number,42093
2002,056,56 years,1,Male,Number,21287
2002,056,56 years,2,Female,Number,20806
2002,057,57 years,-,Both sexes,Number,38684
2002,057,57 years,1,Male,Number,19600
2002,057,57 years,2,Female,Number,19084
2002,058,58 years,-,Both sexes,Number,37159
2002,058,58 years,1,Male,Number,18808
2002,058,58 years,2,Female,Number,18351
2002,059,59 years,-,Both sexes,Number,35607
2002,059,59 years,1,Male,Number,17876
2002,059,59 years,2,Female,Number,17731
2002,060,60 years,-,Both sexes,Number,32410
2002,060,60 years,1,Male,Number,16516
2002,060,60 years,2,Female,Number,15894
2002,061,61 years,-,Both sexes,Number,31294
2002,061,61 years,1,Male,Number,15808
2002,061,61 years,2,Female,Number,15486
2002,062,62 years,-,Both sexes,Number,31598
2002,062,62 years,1,Male,Number,15885
2002,062,62 years,2,Female,Number,15713
2002,063,63 years,-,Both sexes,Number,30315
2002,063,63 years,1,Male,Number,15089
2002,063,63 years,2,Female,Number,15226
2002,064,64 years,-,Both sexes,Number,28635
2002,064,64 years,1,Male,Number,14261
2002,064,64 years,2,Female,Number,14374
2002,065,65 years,-,Both sexes,Number,28552
2002,065,65 years,1,Male,Number,14110
2002,065,65 years,2,Female,Number,14442
2002,066,66 years,-,Both sexes,Number,27471
2002,066,66 years,1,Male,Number,13446
2002,066,66 years,2,Female,Number,14025
2002,067,67 years,-,Both sexes,Number,26732
2002,067,67 years,1,Male,Number,13044
2002,067,67 years,2,Female,Number,13688
2002,068,68 years,-,Both sexes,Number,25700
2002,068,68 years,1,Male,Number,12534
2002,068,68 years,2,Female,Number,13166
2002,069,69 years,-,Both sexes,Number,25019
2002,069,69 years,1,Male,Number,12156
2002,069,69 years,2,Female,Number,12863
2002,070,70 years,-,Both sexes,Number,24045
2002,070,70 years,1,Male,Number,11529
2002,070,70 years,2,Female,Number,12516
2002,071,71 years,-,Both sexes,Number,23526
2002,071,71 years,1,Male,Number,11094
2002,071,71 years,2,Female,Number,12432
2002,072,72 years,-,Both sexes,Number,22707
2002,072,72 years,1,Male,Number,10470
2002,072,72 years,2,Female,Number,12237
2002,073,73 years,-,Both sexes,Number,21398
2002,073,73 years,1,Male,Number,9643
2002,073,73 years,2,Female,Number,11755
2002,074,74 years,-,Both sexes,Number,20453
2002,074,74 years,1,Male,Number,8983
2002,074,74 years,2,Female,Number,11470
2002,075,75 years,-,Both sexes,Number,19782
2002,075,75 years,1,Male,Number,8531
2002,075,75 years,2,Female,Number,11251
2002,076,76 years,-,Both sexes,Number,18793
2002,076,76 years,1,Male,Number,7918
2002,076,76 years,2,Female,Number,10875
2002,077,77 years,-,Both sexes,Number,18265
2002,077,77 years,1,Male,Number,7591
2002,077,77 years,2,Female,Number,10674
2002,078,78 years,-,Both sexes,Number,16758
2002,078,78 years,1,Male,Number,6826
2002,078,78 years,2,Female,Number,9932
2002,079,79 years,-,Both sexes,Number,16217
2002,079,79 years,1,Male,Number,6511
2002,079,79 years,2,Female,Number,9706
2002,080,80 years,-,Both sexes,Number,14319
2002,080,80 years,1,Male,Number,5629
2002,080,80 years,2,Female,Number,8690
2002,081,81 years,-,Both sexes,Number,13606
2002,081,81 years,1,Male,Number,5246
2002,081,81 years,2,Female,Number,8360
2002,082,82 years,-,Both sexes,Number,12294
2002,082,82 years,1,Male,Number,4657
2002,082,82 years,2,Female,Number,7637
2002,083,83 years,-,Both sexes,Number,10311
2002,083,83 years,1,Male,Number,3779
2002,083,83 years,2,Female,Number,6532
2002,084,84 years,-,Both sexes,Number,8327
2002,084,84 years,1,Male,Number,2972
2002,084,84 years,2,Female,Number,5355
2002,085,85 years,-,Both sexes,Number,7811
2002,085,85 years,1,Male,Number,2669
2002,085,85 years,2,Female,Number,5142
2002,086,86 years,-,Both sexes,Number,6728
2002,086,86 years,1,Male,Number,2254
2002,086,86 years,2,Female,Number,4474
2002,087,87 years,-,Both sexes,Number,5981
2002,087,87 years,1,Male,Number,1858
2002,087,87 years,2,Female,Number,4123
2002,088,88 years,-,Both sexes,Number,4952
2002,088,88 years,1,Male,Number,1428
2002,088,88 years,2,Female,Number,3524
2002,089,89 years,-,Both sexes,Number,4157
2002,089,89 years,1,Male,Number,1235
2002,089,89 years,2,Female,Number,2922
2002,090,90 years,-,Both sexes,Number,3268
2002,090,90 years,1,Male,Number,933
2002,090,90 years,2,Female,Number,2335
2002,091,91 years,-,Both sexes,Number,2516
2002,091,91 years,1,Male,Number,667
2002,091,91 years,2,Female,Number,1849
2002,092,92 years,-,Both sexes,Number,1829
2002,092,92 years,1,Male,Number,451
2002,092,92 years,2,Female,Number,1378
2002,093,93 years,-,Both sexes,Number,1284
2002,093,93 years,1,Male,Number,319
2002,093,93 years,2,Female,Number,965
2002,094,94 years,-,Both sexes,Number,974
2002,094,94 years,1,Male,Number,247
2002,094,94 years,2,Female,Number,727
2002,095,95 years,-,Both sexes,Number,729
2002,095,95 years,1,Male,Number,141
2002,095,95 years,2,Female,Number,588
2002,096,96 years,-,Both sexes,Number,480
2002,096,96 years,1,Male,Number,80
2002,096,96 years,2,Female,Number,400
2002,097,97 years,-,Both sexes,Number,343
2002,097,97 years,1,Male,Number,69
2002,097,97 years,2,Female,Number,274
2002,098,98 years,-,Both sexes,Number,232
2002,098,98 years,1,Male,Number,41
2002,098,98 years,2,Female,Number,191
2002,646,99 years and over,-,Both sexes,Number,442
2002,646,99 years and over,1,Male,Number,94
2002,646,99 years and over,2,Female,Number,348
2003,-,All ages,-,Both sexes,Number,3979853
2003,-,All ages,1,Male,Number,1976914
2003,-,All ages,2,Female,Number,2002939
2003,200,Under 1 year,-,Both sexes,Number,60454
2003,200,Under 1 year,1,Male,Number,31047
2003,200,Under 1 year,2,Female,Number,29407
2003,001,1 year,-,Both sexes,Number,54628
2003,001,1 year,1,Male,Number,27889
2003,001,1 year,2,Female,Number,26739
2003,002,2 years,-,Both sexes,Number,55700
2003,002,2 years,1,Male,Number,28435
2003,002,2 years,2,Female,Number,27265
2003,003,3 years,-,Both sexes,Number,56413
2003,003,3 years,1,Male,Number,28700
2003,003,3 years,2,Female,Number,27713
2003,004,4 years,-,Both sexes,Number,57136
2003,004,4 years,1,Male,Number,29360
2003,004,4 years,2,Female,Number,27776
2003,005,5 years,-,Both sexes,Number,56399
2003,005,5 years,1,Male,Number,28646
2003,005,5 years,2,Female,Number,27753
2003,006,6 years,-,Both sexes,Number,54920
2003,006,6 years,1,Male,Number,28432
2003,006,6 years,2,Female,Number,26488
2003,007,7 years,-,Both sexes,Number,52884
2003,007,7 years,1,Male,Number,27257
2003,007,7 years,2,Female,Number,25627
2003,008,8 years,-,Both sexes,Number,52330
2003,008,8 years,1,Male,Number,26878
2003,008,8 years,2,Female,Number,25452
2003,009,9 years,-,Both sexes,Number,52126
2003,009,9 years,1,Male,Number,26596
2003,009,9 years,2,Female,Number,25530
2003,010,10 years,-,Both sexes,Number,53936
2003,010,10 years,1,Male,Number,27771
2003,010,10 years,2,Female,Number,26165
2003,011,11 years,-,Both sexes,Number,56110
2003,011,11 years,1,Male,Number,28555
2003,011,11 years,2,Female,Number,27555
2003,012,12 years,-,Both sexes,Number,57773
2003,012,12 years,1,Male,Number,29837
2003,012,12 years,2,Female,Number,27936
2003,013,13 years,-,Both sexes,Number,56801
2003,013,13 years,1,Male,Number,28991
2003,013,13 years,2,Female,Number,27810
2003,014,14 years,-,Both sexes,Number,57068
2003,014,14 years,1,Male,Number,29216
2003,014,14 years,2,Female,Number,27852
2003,015,15 years,-,Both sexes,Number,59562
2003,015,15 years,1,Male,Number,30445
2003,015,15 years,2,Female,Number,29117
2003,016,16 years,-,Both sexes,Number,60832
2003,016,16 years,1,Male,Number,31341
2003,016,16 years,2,Female,Number,29491
2003,017,17 years,-,Both sexes,Number,61517
2003,017,17 years,1,Male,Number,31413
2003,017,17 years,2,Female,Number,30104
2003,018,18 years,-,Both sexes,Number,61239
2003,018,18 years,1,Male,Number,31341
2003,018,18 years,2,Female,Number,29898
2003,019,19 years,-,Both sexes,Number,61551
2003,019,19 years,1,Male,Number,31333
2003,019,19 years,2,Female,Number,30218
2003,020,20 years,-,Both sexes,Number,64203
2003,020,20 years,1,Male,Number,32169
2003,020,20 years,2,Female,Number,32034
2003,021,21 years,-,Both sexes,Number,67363
2003,021,21 years,1,Male,Number,33623
2003,021,21 years,2,Female,Number,33740
2003,022,22 years,-,Both sexes,Number,69375
2003,022,22 years,1,Male,Number,34688
2003,022,22 years,2,Female,Number,34687
2003,023,23 years,-,Both sexes,Number,67533
2003,023,23 years,1,Male,Number,33849
2003,023,23 years,2,Female,Number,33684
2003,024,24 years,-,Both sexes,Number,65505
2003,024,24 years,1,Male,Number,32676
2003,024,24 years,2,Female,Number,32829
2003,025,25 years,-,Both sexes,Number,63917
2003,025,25 years,1,Male,Number,31791
2003,025,25 years,2,Female,Number,32126
2003,026,26 years,-,Both sexes,Number,64081
2003,026,26 years,1,Male,Number,32027
2003,026,26 years,2,Female,Number,32054
2003,027,27 years,-,Both sexes,Number,62799
2003,027,27 years,1,Male,Number,31238
2003,027,27 years,2,Female,Number,31561
2003,028,28 years,-,Both sexes,Number,63246
2003,028,28 years,1,Male,Number,31974
2003,028,28 years,2,Female,Number,31272
2003,029,29 years,-,Both sexes,Number,63356
2003,029,29 years,1,Male,Number,31555
2003,029,29 years,2,Female,Number,31801
2003,030,30 years,-,Both sexes,Number,65820
2003,030,30 years,1,Male,Number,32911
2003,030,30 years,2,Female,Number,32909
2003,031,31 years,-,Both sexes,Number,64588
2003,031,31 years,1,Male,Number,31961
2003,031,31 years,2,Female,Number,32627
2003,032,32 years,-,Both sexes,Number,63294
2003,032,32 years,1,Male,Number,31605
2003,032,32 years,2,Female,Number,31689
2003,033,33 years,-,Both sexes,Number,62384
2003,033,33 years,1,Male,Number,31239
2003,033,33 years,2,Female,Number,31145
2003,034,34 years,-,Both sexes,Number,59973
2003,034,34 years,1,Male,Number,30469
2003,034,34 years,2,Female,Number,29504
2003,035,35 years,-,Both sexes,Number,59976
2003,035,35 years,1,Male,Number,29959
2003,035,35 years,2,Female,Number,30017
2003,036,36 years,-,Both sexes,Number,59255
2003,036,36 years,1,Male,Number,29572
2003,036,36 years,2,Female,Number,29683
2003,037,37 years,-,Both sexes,Number,58824
2003,037,37 years,1,Male,Number,29262
2003,037,37 years,2,Female,Number,29562
2003,038,38 years,-,Both sexes,Number,59604
2003,038,38 years,1,Male,Number,29477
2003,038,38 years,2,Female,Number,30127
2003,039,39 years,-,Both sexes,Number,58762
2003,039,39 years,1,Male,Number,29179
2003,039,39 years,2,Female,Number,29583
2003,040,40 years,-,Both sexes,Number,57855
2003,040,40 years,1,Male,Number,28737
2003,040,40 years,2,Female,Number,29118
2003,041,41 years,-,Both sexes,Number,56343
2003,041,41 years,1,Male,Number,28075
2003,041,41 years,2,Female,Number,28268
2003,042,42 years,-,Both sexes,Number,56861
2003,042,42 years,1,Male,Number,28216
2003,042,42 years,2,Female,Number,28645
2003,043,43 years,-,Both sexes,Number,55049
2003,043,43 years,1,Male,Number,27333
2003,043,43 years,2,Female,Number,27716
2003,044,44 years,-,Both sexes,Number,53066
2003,044,44 years,1,Male,Number,26543
2003,044,44 years,2,Female,Number,26523
2003,045,45 years,-,Both sexes,Number,53034
2003,045,45 years,1,Male,Number,26395
2003,045,45 years,2,Female,Number,26639
2003,046,46 years,-,Both sexes,Number,52081
2003,046,46 years,1,Male,Number,26115
2003,046,46 years,2,Female,Number,25966
2003,047,47 years,-,Both sexes,Number,49756
2003,047,47 years,1,Male,Number,24828
2003,047,47 years,2,Female,Number,24928
2003,048,48 years,-,Both sexes,Number,50295
2003,048,48 years,1,Male,Number,25224
2003,048,48 years,2,Female,Number,25071
2003,049,49 years,-,Both sexes,Number,48484
2003,049,49 years,1,Male,Number,24295
2003,049,49 years,2,Female,Number,24189
2003,050,50 years,-,Both sexes,Number,49834
2003,050,50 years,1,Male,Number,25191
2003,050,50 years,2,Female,Number,24643
2003,051,51 years,-,Both sexes,Number,46943
2003,051,51 years,1,Male,Number,23659
2003,051,51 years,2,Female,Number,23284
2003,052,52 years,-,Both sexes,Number,46141
2003,052,52 years,1,Male,Number,23504
2003,052,52 years,2,Female,Number,22637
2003,053,53 years,-,Both sexes,Number,46330
2003,053,53 years,1,Male,Number,23103
2003,053,53 years,2,Female,Number,23227
2003,054,54 years,-,Both sexes,Number,45820
2003,054,54 years,1,Male,Number,23031
2003,054,54 years,2,Female,Number,22789
2003,055,55 years,-,Both sexes,Number,45446
2003,055,55 years,1,Male,Number,23128
2003,055,55 years,2,Female,Number,22318
2003,056,56 years,-,Both sexes,Number,43759
2003,056,56 years,1,Male,Number,22337
2003,056,56 years,2,Female,Number,21422
2003,057,57 years,-,Both sexes,Number,41941
2003,057,57 years,1,Male,Number,21311
2003,057,57 years,2,Female,Number,20630
2003,058,58 years,-,Both sexes,Number,38470
2003,058,58 years,1,Male,Number,19414
2003,058,58 years,2,Female,Number,19056
2003,059,59 years,-,Both sexes,Number,36937
2003,059,59 years,1,Male,Number,18757
2003,059,59 years,2,Female,Number,18180
2003,060,60 years,-,Both sexes,Number,35455
2003,060,60 years,1,Male,Number,17768
2003,060,60 years,2,Female,Number,17687
2003,061,61 years,-,Both sexes,Number,32356
2003,061,61 years,1,Male,Number,16557
2003,061,61 years,2,Female,Number,15799
2003,062,62 years,-,Both sexes,Number,31197
2003,062,62 years,1,Male,Number,15755
2003,062,62 years,2,Female,Number,15442
2003,063,63 years,-,Both sexes,Number,31320
2003,063,63 years,1,Male,Number,15692
2003,063,63 years,2,Female,Number,15628
2003,064,64 years,-,Both sexes,Number,29938
2003,064,64 years,1,Male,Number,14884
2003,064,64 years,2,Female,Number,15054
2003,065,65 years,-,Both sexes,Number,28280
2003,065,65 years,1,Male,Number,14000
2003,065,65 years,2,Female,Number,14280
2003,066,66 years,-,Both sexes,Number,28160
2003,066,66 years,1,Male,Number,13801
2003,066,66 years,2,Female,Number,14359
2003,067,67 years,-,Both sexes,Number,27057
2003,067,67 years,1,Male,Number,13123
2003,067,67 years,2,Female,Number,13934
2003,068,68 years,-,Both sexes,Number,26273
2003,068,68 years,1,Male,Number,12764
2003,068,68 years,2,Female,Number,13509
2003,069,69 years,-,Both sexes,Number,25203
2003,069,69 years,1,Male,Number,12276
2003,069,69 years,2,Female,Number,12927
2003,070,70 years,-,Both sexes,Number,24602
2003,070,70 years,1,Male,Number,11857
2003,070,70 years,2,Female,Number,12745
2003,071,71 years,-,Both sexes,Number,23432
2003,071,71 years,1,Male,Number,11115
2003,071,71 years,2,Female,Number,12317
2003,072,72 years,-,Both sexes,Number,23045
2003,072,72 years,1,Male,Number,10792
2003,072,72 years,2,Female,Number,12253
2003,073,73 years,-,Both sexes,Number,22064
2003,073,73 years,1,Male,Number,10170
2003,073,73 years,2,Female,Number,11894
2003,074,74 years,-,Both sexes,Number,20669
2003,074,74 years,1,Male,Number,9235
2003,074,74 years,2,Female,Number,11434
2003,075,75 years,-,Both sexes,Number,19670
2003,075,75 years,1,Male,Number,8541
2003,075,75 years,2,Female,Number,11129
2003,076,76 years,-,Both sexes,Number,18891
2003,076,76 years,1,Male,Number,8021
2003,076,76 years,2,Female,Number,10870
2003,077,77 years,-,Both sexes,Number,17999
2003,077,77 years,1,Male,Number,7437
2003,077,77 years,2,Female,Number,10562
2003,078,78 years,-,Both sexes,Number,17198
2003,078,78 years,1,Male,Number,7007
2003,078,78 years,2,Female,Number,10191
2003,079,79 years,-,Both sexes,Number,15753
2003,079,79 years,1,Male,Number,6254
2003,079,79 years,2,Female,Number,9499
2003,080,80 years,-,Both sexes,Number,15221
2003,080,80 years,1,Male,Number,6021
2003,080,80 years,2,Female,Number,9200
2003,081,81 years,-,Both sexes,Number,13264
2003,081,81 years,1,Male,Number,5092
2003,081,81 years,2,Female,Number,8172
2003,082,82 years,-,Both sexes,Number,12469
2003,082,82 years,1,Male,Number,4725
2003,082,82 years,2,Female,Number,7744
2003,083,83 years,-,Both sexes,Number,11280
2003,083,83 years,1,Male,Number,4147
2003,083,83 years,2,Female,Number,7133
2003,084,84 years,-,Both sexes,Number,9455
2003,084,84 years,1,Male,Number,3377
2003,084,84 years,2,Female,Number,6078
2003,085,85 years,-,Both sexes,Number,7412
2003,085,85 years,1,Male,Number,2555
2003,085,85 years,2,Female,Number,4857
2003,086,86 years,-,Both sexes,Number,6746
2003,086,86 years,1,Male,Number,2176
2003,086,86 years,2,Female,Number,4570
2003,087,87 years,-,Both sexes,Number,5745
2003,087,87 years,1,Male,Number,1853
2003,087,87 years,2,Female,Number,3892
2003,088,88 years,-,Both sexes,Number,5161
2003,088,88 years,1,Male,Number,1559
2003,088,88 years,2,Female,Number,3602
2003,089,89 years,-,Both sexes,Number,4161
2003,089,89 years,1,Male,Number,1177
2003,089,89 years,2,Female,Number,2984
2003,090,90 years,-,Both sexes,Number,3546
2003,090,90 years,1,Male,Number,1109
2003,090,90 years,2,Female,Number,2437
2003,091,91 years,-,Both sexes,Number,2699
2003,091,91 years,1,Male,Number,731
2003,091,91 years,2,Female,Number,1968
2003,092,92 years,-,Both sexes,Number,2006
2003,092,92 years,1,Male,Number,487
2003,092,92 years,2,Female,Number,1519
2003,093,93 years,-,Both sexes,Number,1361
2003,093,93 years,1,Male,Number,276
2003,093,93 years,2,Female,Number,1085
2003,094,94 years,-,Both sexes,Number,928
2003,094,94 years,1,Male,Number,215
2003,094,94 years,2,Female,Number,713
2003,095,95 years,-,Both sexes,Number,731
2003,095,95 years,1,Male,Number,198
2003,095,95 years,2,Female,Number,533
2003,096,96 years,-,Both sexes,Number,532
2003,096,96 years,1,Male,Number,96
2003,096,96 years,2,Female,Number,436
2003,097,97 years,-,Both sexes,Number,311
2003,097,97 years,1,Male,Number,43
2003,097,97 years,2,Female,Number,268
2003,098,98 years,-,Both sexes,Number,226
2003,098,98 years,1,Male,Number,43
2003,098,98 years,2,Female,Number,183
2003,646,99 years and over,-,Both sexes,Number,355
2003,646,99 years and over,1,Male,Number,82
2003,646,99 years and over,2,Female,Number,273
2004,-,All ages,-,Both sexes,Number,4045188
2004,-,All ages,1,Male,Number,2011914
2004,-,All ages,2,Female,Number,2033274
2004,200,Under 1 year,-,Both sexes,Number,61603
2004,200,Under 1 year,1,Male,Number,31452
2004,200,Under 1 year,2,Female,Number,30151
2004,001,1 year,-,Both sexes,Number,60800
2004,001,1 year,1,Male,Number,31266
2004,001,1 year,2,Female,Number,29534
2004,002,2 years,-,Both sexes,Number,54349
2004,002,2 years,1,Male,Number,27761
2004,002,2 years,2,Female,Number,26588
2004,003,3 years,-,Both sexes,Number,55199
2004,003,3 years,1,Male,Number,28228
2004,003,3 years,2,Female,Number,26971
2004,004,4 years,-,Both sexes,Number,58750
2004,004,4 years,1,Male,Number,29953
2004,004,4 years,2,Female,Number,28797
2004,005,5 years,-,Both sexes,Number,57191
2004,005,5 years,1,Male,Number,29235
2004,005,5 years,2,Female,Number,27956
2004,006,6 years,-,Both sexes,Number,56597
2004,006,6 years,1,Male,Number,29046
2004,006,6 years,2,Female,Number,27551
2004,007,7 years,-,Both sexes,Number,55399
2004,007,7 years,1,Male,Number,28569
2004,007,7 years,2,Female,Number,26830
2004,008,8 years,-,Both sexes,Number,52588
2004,008,8 years,1,Male,Number,27177
2004,008,8 years,2,Female,Number,25411
2004,009,9 years,-,Both sexes,Number,53153
2004,009,9 years,1,Male,Number,27149
2004,009,9 years,2,Female,Number,26004
2004,010,10 years,-,Both sexes,Number,52316
2004,010,10 years,1,Male,Number,26844
2004,010,10 years,2,Female,Number,25472
2004,011,11 years,-,Both sexes,Number,54096
2004,011,11 years,1,Male,Number,27826
2004,011,11 years,2,Female,Number,26270
2004,012,12 years,-,Both sexes,Number,56432
2004,012,12 years,1,Male,Number,28810
2004,012,12 years,2,Female,Number,27622
2004,013,13 years,-,Both sexes,Number,58091
2004,013,13 years,1,Male,Number,30049
2004,013,13 years,2,Female,Number,28042
2004,014,14 years,-,Both sexes,Number,57247
2004,014,14 years,1,Male,Number,29291
2004,014,14 years,2,Female,Number,27956
2004,015,15 years,-,Both sexes,Number,56676
2004,015,15 years,1,Male,Number,29051
2004,015,15 years,2,Female,Number,27625
2004,016,16 years,-,Both sexes,Number,59444
2004,016,16 years,1,Male,Number,30227
2004,016,16 years,2,Female,Number,29217
2004,017,17 years,-,Both sexes,Number,60600
2004,017,17 years,1,Male,Number,31073
2004,017,17 years,2,Female,Number,29527
2004,018,18 years,-,Both sexes,Number,60140
2004,018,18 years,1,Male,Number,30732
2004,018,18 years,2,Female,Number,29408
2004,019,19 years,-,Both sexes,Number,61528
2004,019,19 years,1,Male,Number,31630
2004,019,19 years,2,Female,Number,29898
2004,020,20 years,-,Both sexes,Number,62824
2004,020,20 years,1,Male,Number,31349
2004,020,20 years,2,Female,Number,31475
2004,021,21 years,-,Both sexes,Number,64952
2004,021,21 years,1,Male,Number,32162
2004,021,21 years,2,Female,Number,32790
2004,022,22 years,-,Both sexes,Number,68778
2004,022,22 years,1,Male,Number,34405
2004,022,22 years,2,Female,Number,34373
2004,023,23 years,-,Both sexes,Number,70321
2004,023,23 years,1,Male,Number,35155
2004,023,23 years,2,Female,Number,35166
2004,024,24 years,-,Both sexes,Number,69220
2004,024,24 years,1,Male,Number,35134
2004,024,24 years,2,Female,Number,34086
2004,025,25 years,-,Both sexes,Number,66501
2004,025,25 years,1,Male,Number,33379
2004,025,25 years,2,Female,Number,33122
2004,026,26 years,-,Both sexes,Number,65515
2004,026,26 years,1,Male,Number,32210
2004,026,26 years,2,Female,Number,33305
2004,027,27 years,-,Both sexes,Number,65022
2004,027,27 years,1,Male,Number,31916
2004,027,27 years,2,Female,Number,33106
2004,028,28 years,-,Both sexes,Number,63911
2004,028,28 years,1,Male,Number,32252
2004,028,28 years,2,Female,Number,31659
2004,029,29 years,-,Both sexes,Number,64486
2004,029,29 years,1,Male,Number,33188
2004,029,29 years,2,Female,Number,31298
2004,030,30 years,-,Both sexes,Number,64495
2004,030,30 years,1,Male,Number,32138
2004,030,30 years,2,Female,Number,32357
2004,031,31 years,-,Both sexes,Number,66587
2004,031,31 years,1,Male,Number,32795
2004,031,31 years,2,Female,Number,33792
2004,032,32 years,-,Both sexes,Number,65882
2004,032,32 years,1,Male,Number,32905
2004,032,32 years,2,Female,Number,32977
2004,033,33 years,-,Both sexes,Number,64113
2004,033,33 years,1,Male,Number,31739
2004,033,33 years,2,Female,Number,32374
2004,034,34 years,-,Both sexes,Number,64054
2004,034,34 years,1,Male,Number,32173
2004,034,34 years,2,Female,Number,31881
2004,035,35 years,-,Both sexes,Number,61890
2004,035,35 years,1,Male,Number,31725
2004,035,35 years,2,Female,Number,30165
2004,036,36 years,-,Both sexes,Number,61047
2004,036,36 years,1,Male,Number,30476
2004,036,36 years,2,Female,Number,30571
2004,037,37 years,-,Both sexes,Number,59630
2004,037,37 years,1,Male,Number,29756
2004,037,37 years,2,Female,Number,29874
2004,038,38 years,-,Both sexes,Number,60160
2004,038,38 years,1,Male,Number,30292
2004,038,38 years,2,Female,Number,29868
2004,039,39 years,-,Both sexes,Number,60728
2004,039,39 years,1,Male,Number,30152
2004,039,39 years,2,Female,Number,30576
2004,040,40 years,-,Both sexes,Number,58668
2004,040,40 years,1,Male,Number,29139
2004,040,40 years,2,Female,Number,29529
2004,041,41 years,-,Both sexes,Number,58178
2004,041,41 years,1,Male,Number,29139
2004,041,41 years,2,Female,Number,29039
2004,042,42 years,-,Both sexes,Number,56790
2004,042,42 years,1,Male,Number,28195
2004,042,42 years,2,Female,Number,28595
